SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SURVEY_TOPIC,QUESTION_LABEL_LONG_DESCR,SURVEY_QUESTION,GRADE_GROUP_DESCRIPTION,NON_EXCLUDED_RESPONSES,MANY_OR_ALL_RESPONSES,MANY_OR_ALL_PCT
2010/2011,SCHOOL LEVEL,BC Public School,50,Haida Gwaii,5050001,George M Dawson Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,50,Haida Gwaii,5050012,Queen Charlotte Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,50,Haida Gwaii,5050012,Queen Charlotte Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,50,Haida Gwaii,5050012,Queen Charlotte Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,50,Haida Gwaii,5050012,Queen Charlotte Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,51,Boundary,5112002,Grand Forks Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,11,9,82
2010/2011,SCHOOL LEVEL,BC Public School,51,Boundary,5112002,Grand Forks Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,10,5,50
2010/2011,SCHOOL LEVEL,BC Public School,51,Boundary,5112002,Grand Forks Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,11,9,82
2010/2011,SCHOOL LEVEL,BC Public School,51,Boundary,5112002,Grand Forks Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,10,5,50
2010/2011,SCHOOL LEVEL,BC Public School,52,Prince Rupert,5252009,Prince Rupert Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,20,18,90
2010/2011,SCHOOL LEVEL,BC Public School,52,Prince Rupert,5252009,Prince Rupert Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,19,13,68
2010/2011,SCHOOL LEVEL,BC Public School,52,Prince Rupert,5252009,Prince Rupert Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,20,15,75
2010/2011,SCHOOL LEVEL,BC Public School,52,Prince Rupert,5252009,Prince Rupert Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,20,14,70
2010/2011,SCHOOL LEVEL,BC Public School,52,Prince Rupert,5252018,Charles Hays Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,21,13,62
2010/2011,SCHOOL LEVEL,BC Public School,52,Prince Rupert,5252018,Charles Hays Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,21,14,67
2010/2011,SCHOOL LEVEL,BC Public School,52,Prince Rupert,5252018,Charles Hays Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,20,14,70
2010/2011,SCHOOL LEVEL,BC Public School,52,Prince Rupert,5252018,Charles Hays Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,20,12,60
2010/2011,SCHOOL LEVEL,BC Public School,53,Okanagan Similkameen,5314001,Southern Okanagan Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,14,8,57
2010/2011,SCHOOL LEVEL,BC Public School,53,Okanagan Similkameen,5314001,Southern Okanagan Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,14,7,50
2010/2011,SCHOOL LEVEL,BC Public School,53,Okanagan Similkameen,5314001,Southern Okanagan Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,13,9,69
2010/2011,SCHOOL LEVEL,BC Public School,53,Okanagan Similkameen,5314001,Southern Okanagan Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,13,7,54
2010/2011,SCHOOL LEVEL,BC Public School,53,Okanagan Similkameen,5314008,Osoyoos Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,28,20,71
2010/2011,SCHOOL LEVEL,BC Public School,53,Okanagan Similkameen,5314008,Osoyoos Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,27,16,59
2010/2011,SCHOOL LEVEL,BC Public School,53,Okanagan Similkameen,5314008,Osoyoos Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,27,22,81
2010/2011,SCHOOL LEVEL,BC Public School,53,Okanagan Similkameen,5314008,Osoyoos Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,27,14,52
2010/2011,SCHOOL LEVEL,BC Public School,53,Okanagan Similkameen,5316004,Similkameen Elem-Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,53,Okanagan Similkameen,5316004,Similkameen Elem-Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,53,Okanagan Similkameen,5316004,Similkameen Elem-Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,53,Okanagan Similkameen,5316004,Similkameen Elem-Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,54,Bulkley Valley,5454011,Houston Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,54,Bulkley Valley,5454011,Houston Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,54,Bulkley Valley,5454011,Houston Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,54,Bulkley Valley,5454011,Houston Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,54,Bulkley Valley,5454013,Smithers Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,50,28,56
2010/2011,SCHOOL LEVEL,BC Public School,54,Bulkley Valley,5454013,Smithers Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,48,26,54
2010/2011,SCHOOL LEVEL,BC Public School,54,Bulkley Valley,5454013,Smithers Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,50,30,60
2010/2011,SCHOOL LEVEL,BC Public School,54,Bulkley Valley,5454013,Smithers Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,47,20,43
2010/2011,SCHOOL LEVEL,BC Public School,57,Prince George,5757012,Duchess Park Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,55,40,73
2010/2011,SCHOOL LEVEL,BC Public School,57,Prince George,5757012,Duchess Park Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,55,33,60
2010/2011,SCHOOL LEVEL,BC Public School,57,Prince George,5757012,Duchess Park Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,53,34,64
2010/2011,SCHOOL LEVEL,BC Public School,57,Prince George,5757012,Duchess Park Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,56,33,59
2010/2011,SCHOOL LEVEL,BC Public School,57,Prince George,5757036,Prince George Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,20,14,70
2010/2011,SCHOOL LEVEL,BC Public School,57,Prince George,5757036,Prince George Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,20,9,45
2010/2011,SCHOOL LEVEL,BC Public School,57,Prince George,5757036,Prince George Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,20,15,75
2010/2011,SCHOOL LEVEL,BC Public School,57,Prince George,5757036,Prince George Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,20,13,65
2010/2011,SCHOOL LEVEL,BC Public School,57,Prince George,5757047,Kelly Road Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,22,18,82
2010/2011,SCHOOL LEVEL,BC Public School,57,Prince George,5757047,Kelly Road Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,22,12,55
2010/2011,SCHOOL LEVEL,BC Public School,57,Prince George,5757047,Kelly Road Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,22,17,77
2010/2011,SCHOOL LEVEL,BC Public School,57,Prince George,5757047,Kelly Road Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,21,16,76
2010/2011,SCHOOL LEVEL,BC Public School,57,Prince George,5757075,McBride Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,57,Prince George,5757075,McBride Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,57,Prince George,5757075,McBride Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
